IGRA,LAT,LON,Number,Name,Fir_date,Last_date,Other_Number
UKM00003240,55.417,-1.6,23.0,BOULMER ,23,2002,13127
UKM00003257,54.3,-1.533,40.0,LEEMING ,40,2000,777
UKM00003322,53.55,-2.917,54.0,AUGHTON ,54,1996,43285
UKM00003354,53.0056,-1.2511,117.0,NOTTINGHAM ,117,2019,15179
UKM00003377,53.167,-0.517,70.0,WADDINGTON ,70,2005,992
UKM00003414,52.8,-2.667,76.0,SHAWBURY ,76,2000,561
UKM00003496,52.67,1.68,13.0,HEMSBY ,13,2001,50217
UKM00003501,52.4167,-4.0,92.0,CAPEL DEWI ,92,2001,6559
UKM00003502,52.1394,-4.5711,133.0,ABERPORTH ,133,2019,20812
UKM00003559,52.1039,-0.4214,29.0,CARDINGTON ,29,2019,159
UKM00003590,52.117,0.967,87.0,WATTISHAM ,87,2006,437
UKM00003649,51.75,-1.583,88.0,BRIZE NORTON ,88,2005,1008
UKM00003693,51.5547,0.8269,2.0,SHOEBURYNESS ,2,2010,10753
UKM00003715,51.4,-3.35,67.0,CARDIFF-WALES ARPT ,67,1997,890
UKM00003743,51.2017,-1.8058,132.0,LARKHILL ,132,2019,29056
UKM00003774,51.083,-0.217,143.0,CRAWLEY ,143,1992,37592
UKM00003808,50.2183,-5.3275,87.0,CAMBORNE ,87,2019,65507
UKM00003882,50.8994,0.3169,52.0,HERSTMONCEUX ,52,2019,21471
UKM00003917,54.65,-6.2167,66.0,BELFAST/ALDERGROVE ARPT ,66,1962,4234
UKM00003918,54.5,-6.3333,18.0,CASTOR BAY ,18,2019,10401
UKM00003920,54.48,-6.1,37.0,LONG KESH ,37,2002,48477
UKM00033966,45.0464,34.5989,204.6,KRYMSKA ,204,2013,493
UKXUAC03371,44.62,33.53,8.0,SEWASTOPOL ,8,1949,723
UPM00033317,50.1667,27.0333,277.0,SHEPETIVKA ,277,2019,34356
UPM00033345,50.4,30.5667,166.0,KIEV ,166,2019,58736
UPM00033393,49.8167,23.95,319.0,L'VIV ,319,2019,46362
UPM00033506,49.6,34.55,159.0,POLTAVA ,159,1949,634
UPM00033631,48.633,22.267,118.0,UZHHOROD ,118,2008,40708
UPM00033658,48.3667,25.9,242.0,CHERNIVTSI ,242,2018,44140
UPM00033791,48.0333,33.2167,123.0,KRYVYI RIH ,123,2019,34716
UPM00033837,46.4333,30.7667,42.0,ODESA ,42,2019,46414
UPM00033946,44.6833,34.1333,180.0,SIMFEROPOL ,180,2010,43580
UPM00034300,49.9667,36.1333,154.0,KHARKIV ,154,2019,48310
USI0000KRPD,45.417,-91.767,337.0,WI RICE LAKE RGNL CARLS ,337,2006,581
USM00070026,71.2889,-156.7833,11.9,AK BARROW/W. POST W. ROGERS ,11,2019,56985
USM00070027,71.317,-156.617,11.0,AK SANDIA LAB. D ,11,2008,523
USM00070086,70.1333,-143.6333,11.9,AK BARTER ISLAND WSO AP ,11,1988,25677
USM00070133,66.8864,-162.6133,5.0,AK KOTZEBUE ,5,2019,55890
USM00070194,66.567,-145.267,135.0,AK FORT YUKON ,135,1978,133
USM00070200,64.5072,-165.4347,6.5,AK NOME ,6,2019,63429
USM00070204,63.85,-171.6,10.0,AK GAMBELL ,10,1953,8490
USM00070219,60.785,-161.84,33.0,AK BETHEL/BETHEL AIRPORT ,33,2019,58565
USM00070231,62.9583,-155.5978,103.0,AK MCGRATH ,103,2019,58147
USM00070261,64.8161,-147.8767,133.7,AK FAIRBANKS/INT. ,133,2019,66238
USM00070267,64.0,-145.733,391.0,AK FT GREELY/ALLEN AAF ,391,1993,1398
USM00070270,61.2667,-149.65,115.0,AK FT. RICHARDSON/BRYANT AHP ,115,2006,972
USM00070273,61.1567,-149.9864,52.1,AK ANCHORAGE/INT. ,52,2019,62469
USM00070291,62.97,-141.96,524.0,AK NORTHWAY ,524,1955,12371
USM00070308,57.15,-170.2167,10.0,AK ST. PAUL ISLANDS ,10,2019,51451
USM00070316,55.2011,-162.7164,25.3,AK COLD BAY ,25,2019,50707
USM00070326,58.6794,-156.6683,8.4,AK KING SALMON ,8,2019,46496
USM00070350,57.7431,-152.4867,5.0,AK KODIAK ,5,2019,53075
USM00070361,59.5167,-139.6667,10.7,AK YAKUTAT ,10,2019,51775
USM00070381,58.37,-134.58,6.0,AK JUNEAU ,6,1953,15260
USM00070398,55.0389,-131.5778,34.7,AK ANNETTE ISLAND ,34,2019,52580
USM00070409,52.8,173.16,27.0,AK ATTU ISLAND ,27,1958,3463
USM00070414,52.7167,174.1,29.0,AK SHEMYA AFB ,29,2019,43710
USM00070439,51.3833,179.25,67.1,AK AMCHITKA ISLAND ,67,1965,1908
USM00070454,51.883,-176.65,4.0,AK ADAK (NAS) ,4,1996,33391
USM00070485,53.38,-167.9,40.0,AK UMNAK ISLAND ,40,1950,2799
USM00070489,53.9,-166.53,7.0,AK DUTCH HARBOR ,7,1954,2953
USM00072201,24.5531,-81.7886,13.4,FL KEY WEST/INT. ,13,2019,63823
USM00072202,25.7544,-80.3831,4.3,FL MIAMI ,4,2019,43136
USM00072203,26.6847,-80.0994,7.3,FL WEST PALM BEACH INTL AP ,7,1995,14002
USM00072206,30.4839,-81.7011,10.1,FL JACKSONVILLE/INTNL. ,10,2019,53373
USM00072208,32.895,-80.0275,13.3,SC CHARLESTON/MUN. ,13,2019,71903
USM00072210,27.7053,-82.4006,13.1,FL TAMPA BAY AREA ,13,2019,70316
USM00072213,31.25,-82.4,43.3,GA WAYCROSS WARE CO AP ,43,1995,20191
USM00072214,30.4461,-84.2994,52.8,FL TALLAHASSEE/MUN. ,52,2019,31246
USM00072215,33.3558,-84.5672,244.9,GA PEACHTREE CITY ,244,2019,18078
USM00072216,31.58,-84.12,61.0,GA ALBANY ,61,1960,658
USM00072220,29.733,-85.033,6.0,FL APALACHICOLA MUNI ,6,1991,12530
USM00072221,30.4833,-86.5167,29.0,FL VALPARAISO/EGLIN AFB ,29,2019,54140
USM00072222,30.35,-87.3167,8.5,FL PENSACOLA FOREST SHERMAN NAS ,8,1965,3463
USM00072224,29.6833,-85.35,3.0,FL CAPE SAN BLAS SITE D 3 ,3,1970,2507
USM00072225,32.333,-84.833,130.0,GA FORT BENNING ,130,1989,3790
USM00072226,32.3,-86.4,64.0,AL MONTGOMERY DANNELLY FLD ,64,1974,24956
USM00072228,33.567,-86.75,192.0,AL BIRMINGHAM MUNI ,192,1980,14141
USM00072229,32.9,-87.25,55.2,AL CENTREVILLE WSMO ,55,1994,14447
USM00072230,33.1789,-86.7822,174.0,AL BIRMINGHAM ,174,2019,18215
USM00072231,29.98,-90.25,3.0,LA NEW ORLEANS ,3,1950,24251
USM00072232,29.3333,-89.4,0.0,LA BOOTHVILLE WSCMO CIT ,0,1988,25889
USM00072233,30.3369,-89.825,9.9,LA SLIDELL/MUN. LA ,9,2019,22964
USM00072235,32.3189,-90.08,90.7,MS JACKSON/ALLEN C. THOMPSON FIEL ,90,2019,61327
USM00072238,33.48,-90.98,40.0,MS GREENVILLE ,40,1954,2188
USM00072239,31.033,-93.033,110.0,LA FORT POLK (ARMY) ,110,1989,1222
USM00072240,30.1253,-93.2161,4.8,LA LAKE CHARLES/MUN. ,4,2019,62850
USM00072243,29.967,-95.35,33.0,TX HOUSTON/INTERCONTIN ,33,1979,1796
USM00072244,30.63,-96.48,82.0,TX BRYAN ,82,1958,2543
USM00072247,32.35,-94.65,124.1,TX LONGVIEW WSMO ,124,1995,14445
USM00072248,32.4511,-93.8414,85.1,LA SHREVEPORT/REG. ,85,2019,39835
USM00072249,32.835,-97.2986,195.2,TX FORT WORTH ,195,2019,45972
USM00072250,25.9167,-97.4192,7.1,TX BROWNSVILLE/INT. ,7,2019,73677
USM00072251,27.7789,-97.5056,14.8,TX CORPUS CHRISTI/INT. ,14,2019,30609
USM00072253,29.5333,-98.4667,242.6,TX SAN ANTONIO INTL AP ,242,1966,25126
USM00072255,28.85,-96.9167,32.6,TX VICTORIA RGNL AP ,32,1989,19744
USM00072256,31.617,-97.217,157.0,TX WACO RGNL ,157,1976,11201
USM00072257,31.1,-97.717,282.0,TX FT HOOD AAF/KILLEEN ,282,1991,2923
USM00072260,32.2167,-98.1833,399.0,TX STEPHENVILLE ,399,1994,15234
USM00072261,29.3744,-100.9183,314.0,TX DEL RIO/INT. ,314,2019,50270
USM00072263,31.4167,-100.4,573.0,TX MATHIS FLD/S.ANGELO ,573,1970,2501
USM00072264,30.3667,-104.0167,1481.0,TX MARFA MUNI (AMOS) ,1481,1959,5463
USM00072265,31.9425,-102.1892,874.9,TX MIDLAND/MIDLAND REG. AIRTERM ,874,2019,59182
USM00072266,32.4167,-99.6833,545.3,TX ABILENE MUNI AP ,545,1973,19791
USM00072267,33.65,-101.8167,988.0,TX LUBBOCK/MUNI (TEX) ,988,1964,693
USM00072268,33.3,-104.533,1118.0,NM ROSWELL/INDUSTRIAL ,1118,1978,968
USM00072269,32.4,-106.367,1216.0,NM WHITE SANDS TEST RG ,1216,1993,8565
USM00072273,31.583,-110.333,1428.0,AZ FORT HUACHUCA ,1428,1995,9251
USM00072274,32.2278,-110.9558,751.4,AZ TUCSON ,751,2019,64202
USM00072278,33.433,-112.2,344.0,AZ PHOENIX/SKY HARBOR ,344,1998,7261
USM00072280,32.65,-114.6,63.0,AZ YUMA INTL AIRPORT ,63,2004,13843
USM00072281,32.817,-115.683,-18.0,CA EL CENTRO NAF ,-18,1991,1361
USM00072293,32.8333,-117.1167,133.5,CA SAN DIEGO/MIRAMAR ,133,2019,53067
USM00072295,33.933,-118.4,32.0,CA LOS ANGELES INTL ,32,1979,16115
USM00072297,33.82,-118.15,20.0,CA LONG BEACH ,20,1956,7017
USM00072303,35.167,-79.033,61.0,NC POPE AFB ,61,1990,8526
USM00072304,35.2667,-75.55,7.6,NC CAPE HATTERAS WB BLDG ,7,1994,42554
USM00072305,34.7761,-76.8767,11.0,NC NEWPORT ,11,2019,18262
USM00072306,35.867,-78.783,134.0,NC RALEIGH/RALEIGH-DUR ,134,1974,9591
USM00072308,36.8833,-76.2,9.0,VA NORFOLK/MUNI (VA) ,9,1965,27148
USM00072311,33.95,-83.3167,244.8,GA ATHENS BEN EPPS AP ,244,1994,28581
USM00072317,36.0981,-79.9428,276.5,NC GREENSBORO/G.-HIGH PT. ,276,2019,73771
USM00072318,37.2039,-80.4142,639.4,VA BLACKSBURG ,639,2019,17143
USM00072326,35.817,-83.983,299.0,TN KNOXVILLE MUNICIPAL ,299,1973,16989
USM00072327,36.2469,-86.5617,180.2,TN NASHVILLE/OLD HICKORY ,180,2019,66420
USM00072340,34.835,-92.2594,173.2,AR LITTLE ROCK/ADAMS FLD ,173,2019,52085
USM00072344,35.3333,-94.3667,141.1,AR FT SMITH CAMP CHAFFEE ,141,1964,5244
USM00072349,36.8833,-93.9,438.9,MO MONETT ,438,1995,18071
USM00072351,33.98,-98.5,309.0,TX WICHITA FALLS ,309,1950,113
USM00072352,34.65,-99.2667,420.0,OK ALTUS AFB (OKLA) ,420,1961,2675
USM00072353,35.383,-97.6,398.0,OK OKLAHOMA CITY/W. RO ,398,1989,55703
USM00072355,34.65,-98.4,360.0,OK FORT SILL ,360,2008,16423
USM00072356,36.2,-95.883,195.0,OK TULSA INTL ARPT(AW) ,195,1975,8677
USM00072357,35.1808,-97.4378,344.9,OK NORMAN/MAX WESTHEIMER A ,344,2019,23075
USM00072363,35.2331,-101.7092,1095.0,TX AMARILLO/INTL. ,1095,2019,73264
USM00072364,31.8728,-106.6981,1254.0,TX SANTA TERESA ,1254,2019,72186
USM00072365,35.0378,-106.6219,1619.0,NM ALBUQUERQUE/INT. ,1619,2019,80581
USM00072374,35.0281,-110.7208,1489.3,AZ WINSLOW MUNI AP ,1489,1995,47510
USM00072376,35.23,-111.8217,2179.0,AZ FLAGSTAFF ,2179,2019,17126
USM00072381,34.9167,-117.9,705.0,CA EDWARDS AFB ,705,2019,21317
USM00072383,34.75,-118.733,1379.0,CA SANDBURG (AUT) ,1379,1975,16801
USM00072385,36.95,-116.05,1196.9,NV YUCCA FLATS TEST 21 ,1196,1996,13621
USM00072387,36.6206,-116.0278,1007.1,NV MERCURY DESERT ROCK AP ,1007,2010,26498
USM00072388,36.05,-115.1833,697.2,NV AS VEGAS ,697,2019,36999
USM00072389,36.767,-119.717,100.0,CA FRESNO AIRTERM ,100,1974,24368
USM00072391,34.1167,-119.1167,4.0,CA POINT MUGU/NAS ,4,2018,17496
USM00072393,34.75,-120.5667,121.0,CA VANDENBERG AFB ,121,2019,42308
USM00072394,34.9,-120.45,73.0,CA SANTA MARIA/PUBLIC (CAL) ,73,1959,9786
USM00072401,37.5,-77.333,54.0,VA RICHMOND/BYRD FIELD ,54,1975,4674
USM00072402,37.9333,-75.4833,12.2,VA WALLOPS ISLAND ,12,2019,41081
USM00072403,38.9767,-77.4858,88.4,VA STERLING ,88,2019,43129
USM00072405,38.85,-77.033,20.0,DC WASHINGTON/NATIONAL ,20,1973,42348
USM00072407,39.45,-74.6667,22.9,NJ ATLANTIC CITY U-A ,22,1994,10118
USM00072408,39.883,-75.25,9.0,PA PHILADELPHIA INTL ,9,1975,10695
USM00072409,40.03,-74.31,32.0,NJ LAKEHURST ,32,1955,5474
USM00072412,37.783,-81.117,766.0,WV BECKLEY ,766,1973,114
USM00072414,38.373,-81.6,299.0,WV YEAGER ,299,1979,1619
USM00072421,39.05,-84.667,267.0,KY CINCINNATI/GREATER ,267,1974,1311
USM00072424,37.9,-85.967,230.0,KY FORT KNOX/GODMAN ,230,1988,5427
USM00072425,38.3667,-82.55,255.1,WV HUNTINGTON TRI STATE AP ,255,1995,35391
USM00072426,39.4214,-83.8217,322.7,OH WILMINGTON ,322,2019,18062
USM00072432,38.05,-87.533,118.0,IN EVANSVILLE REGIONAL ,118,1975,22434
USM00072433,38.65,-88.9667,174.7,IL SALEM LECKRONE AP ,174,1988,15223
USM00072434,38.75,-90.367,172.0,MO ST. LOUIS/LAMBERT ,172,1975,25609
USM00072435,37.0667,-88.7667,124.1,KY PADUCAH BARKLEY FLD ,124,1995,4390
USM00072436,39.27,-85.9,203.0,IN COLUMBUS ,203,1955,1153
USM00072438,39.733,-86.267,246.0,IN INDIANAPOLIS/I.-MUN ,246,1975,20161
USM00072440,37.2347,-93.4014,391.1,MO SPRINGFIELD/MUN. ,391,2019,29069
USM00072445,38.817,-92.217,274.0,MO COLUMBIA REGIONAL ,274,1974,19320
USM00072450,37.65,-97.433,409.0,KS WICHITA/MID-CONTINE ,409,1975,23414
USM00072451,37.7614,-99.9686,786.4,KS DODGE CITY/MUN. ,786,2019,62065
USM00072455,39.1,-96.767,320.0,KS FT RILEY/MARSHALL A ,320,1989,1222
USM00072456,39.0722,-95.6306,268.1,KS TOPEKA/MUN. ,268,2019,50640
USM00072457,39.37,-94.92,274.0,KS FT. LEAVENWORTH ,274,1953,5295
USM00072462,37.433,-105.867,2299.0,CO ALAMOSA MUNI(AWOS) ,2299,1975,921
USM00072464,38.283,-104.5,1439.0,CO PUEBLO MEMORIAL(AW) ,1439,1975,1430
USM00072465,39.367,-101.7,1115.0,KS GOODLAND/RENNER FIE ,1115,1974,8448
USM00072468,38.7,-104.767,1789.0,CO FORT CARSON/BUTTS ,1789,1998,5776
USM00072469,39.7675,-104.8694,1611.0,CO DENVER/STAPLETON INT. ,1611,2019,80741
USM00072475,38.417,-113.017,1536.0,UT MILFORD MUNICIPAL ,1536,1975,774
USM00072476,39.12,-108.525,1474.0,CO GRAND JUNCTION/WALKER FIELD ,1474,2019,65638
USM00072480,37.367,-118.367,1263.0,CA BISHOP AIRPORT ,1263,1975,1144
USM00072481,37.3667,-120.5667,58.2,CA CASTLE AFB ,58,1963,3294
USM00072483,38.517,-121.5,8.0,CA SACRAMENTO/EXECUTIV ,8,1974,14121
USM00072485,38.0667,-117.0833,1656.0,NV TONAPAH APRT (NEV) ,1656,1958,3624
USM00072486,39.295,-114.8453,1907.1,NV ELY YELLAND FLD AP ,1907,1995,48437
USM00072489,39.5681,-119.7967,1518.0,NV RENO ,1518,2019,44138
USM00072493,37.7444,-122.2236,2.5,CA OAKLAND/METROP. OAKLAND INT. ,2,2019,74727
USM00072497,39.7833,-121.85,25.0,CA CHICO MUNI ,25,1971,2664
USM00072501,40.865,-72.8628,19.6,NY UPTON ,19,2019,17959
USM00072503,40.7833,-73.8667,6.0,NY LA GUARDIA ,6,1972,11232
USM00072506,41.25,-70.0667,14.0,MA NANTUCKET MEM AP ,14,1970,22618
USM00072509,42.367,-71.033,6.0,MA BOSTON/LOGAN INTL ,6,1973,22316
USM00072514,41.25,-76.917,160.0,PA WILLIAMSPORT/LYCOMI ,160,1975,463
USM00072515,42.217,-75.983,497.0,NY BINGHAMTON/BROOME C ,497,1973,109
USM00072518,42.6919,-73.8322,95.0,NY ALBANY ,95,2019,70010
USM00072520,40.5317,-80.2172,360.5,PA PITTSBURGH ,360,2019,71627
USM00072524,41.417,-81.867,245.0,OH CLEVELAND ,245,1973,15064
USM00072528,42.9411,-78.7189,218.4,NY BUFFALO/GREATER BUFFALO INT. ,218,2019,74999
USM00072531,40.3,-88.15,227.0,IL RANTOUL ,227,1956,16640
USM00072532,40.6667,-89.6833,205.7,IL PEORIA GTR PEORIA AP ,205,1995,29195
USM00072533,41.0,-85.2,252.0,IN FORT WAYNE/BAER FLD ,252,1975,9534
USM00072534,41.783,-87.75,190.0,IL CHICAGO/MIDWAY ,190,1979,24985
USM00072535,41.7,-86.3167,235.9,IN SOUTH BEND ST JOSEPH ,235,1961,612
USM00072536,41.6,-83.8,211.0,OH TOLEDO EXPRESS ,211,1974,14112
USM00072537,42.3167,-83.2333,187.0,MI DETROIT METRO. ,187,1972,10601
USM00072545,42.0833,-91.6167,264.9,IA CEDAR RAPIDS ECHO SI ,264,1961,1310
USM00072546,41.533,-93.65,294.0,IA DES MOINES INTL ,294,1975,11917
USM00072548,42.55,-92.4,255.0,IA WATERLOO ,255,1959,742
USM00072557,42.4,-96.383,336.0,IA SIOUX CITY MUNI ,336,1974,9727
USM00072558,41.32,-96.3669,351.5,NE VALLEY ,351,2019,80014
USM00072562,41.1328,-100.7,848.8,NE NORTH PLATTE/LEE BIRD ,848,2019,72952
USM00072563,41.22,-103.1,1341.0,NE SYDNEY ,1341,1957,677
USM00072564,41.15,-104.817,1872.0,WY CHEYENNE/WARREN AFB ,1872,1973,25238
USM00072566,41.8667,-103.5833,1207.0,NE SCOTTSBLUFF AAF ,1207,1961,987
USM00072569,42.917,-106.467,1612.0,WY CASPER/NATRONA COUN ,1612,1975,1420
USM00072572,40.7722,-111.9553,1289.0,UT SALT LAKE CITY/INTNL UT. ,1289,2019,81159
USM00072575,41.1833,-112.0167,1346.0,UT OGDEN ,1346,1956,6664
USM00072576,42.8167,-108.7333,1695.3,WY LANDER HUNT FLD AP ,1695,1995,34519
USM00072581,40.733,-114.033,1292.0,UT WENDOVER/AF. AUX. F ,1292,1975,1089
USM00072582,40.86,-115.7422,1593.0,NV ELKO ,1593,2019,28471
USM00072583,40.9019,-117.8072,1309.7,NV WINNEMUCCA MUNI AP ,1309,1994,43590
USM00072591,40.15,-122.25,108.0,CA RED BLUFF MUNICIPAL ,108,1973,4637
USM00072597,42.3769,-122.8822,398.2,OR MEDFORD/MEDFORD-JACKSON COUNTY ,398,2019,76454
USM00072632,42.6989,-83.4714,330.2,MI WHITE LAKE ,330,2019,17731
USM00072634,44.9075,-84.7189,447.7,MI GAYLORD ,447,2019,16671
USM00072636,43.167,-86.25,193.0,MI MUSKEGON ,193,1974,10171
USM00072637,42.9667,-83.75,234.4,MI FLINT BISHOP AP ,234,1994,29048
USM00072639,45.067,-83.567,211.0,MI ALPENA/PHELPS COLLI ,211,1974,111
USM00072641,43.133,-89.333,264.0,WI MADISON/DANE COUNTY ,264,1973,12715
USM00072645,44.4986,-88.1119,209.3,WI GREEN BAY/A.-STRAUBEL ,209,2019,58471
USM00072649,44.8497,-93.5647,290.2,MN CHANHASSEN ,290,2019,23303
USM00072654,44.3833,-98.2167,391.7,SD HURON RGNL AP ,391,1994,33451
USM00072655,45.55,-94.0667,316.1,MN ST CLOUD MUNI AP ,316,1995,35321
USM00072659,45.4556,-98.4133,398.4,SD ABERDEEN/REG. ,398,2019,17858
USM00072662,44.0728,-103.21,1029.0,SD RAPID CITY WFO ,1029,2019,65818
USM00072666,44.767,-106.967,1209.0,WY SHERIDAN CO. ARPT ,1209,1976,16448
USM00072672,43.0647,-108.4767,1699.0,WY RIVERTON ,1699,2019,17052
USM00072677,45.8,-108.533,1088.0,MT BILLINGS/LOGAN INT. ,1088,1975,18423
USM00072681,43.5672,-116.2114,873.1,ID BOISE/MUN. ,873,2019,70416
USM00072683,43.583,-118.95,1271.0,OR BURNS MUNI (AMOS) ,1271,1975,1705
USM00072688,45.683,-118.85,456.0,OR PENDLETON MUNICIPAL ,456,1975,17867
USM00072693,44.117,-123.217,114.0,OR EUGENE/MAHLON SWEET ,114,1975,5856
USM00072694,44.9092,-123.0083,62.4,OR SALEM/MCNARY ,62,2019,47071
USM00072698,45.5333,-122.6833,8.0,OR PORTLAND INTL ,8,1972,27685
USM00072712,46.8683,-68.0136,191.0,ME CARIBOU/MUN. ,191,2019,61406
USM00072734,46.4667,-84.35,218.8,MI SAULT STE MARIE SANDERSON FLD ,218,1996,58659
USM00072745,46.833,-92.183,432.0,MN DULUTH INTL AIRPORT ,432,1974,8808
USM00072747,48.5647,-93.3975,357.3,MN INT.FALLS/FALLS INT. MN. ,357,2019,57952
USM00072753,46.9,-96.8,274.0,ND FARGO/HECTOR FIELD ,274,1973,15380
USM00072764,46.7717,-100.7594,506.2,ND BISMARCK/MUN. ,506,2019,75704
USM00072767,48.183,-103.633,581.0,ND WILLISTON/SLOULIN F ,581,1973,460
USM00072768,48.2067,-106.6256,693.1,MT GLASGOW/INT. ,693,2019,58617
USM00072773,46.917,-114.083,972.0,MT MISSOULA/JOHNSON-BE ,972,1975,15882
USM00072776,47.4614,-111.3847,1132.0,MT GREAT FALLS ,1132,2019,62177
USM00072777,48.55,-109.767,792.0,MT HAVRE (AMOS) ,792,1975,690
USM00072781,46.567,-120.533,325.0,WA YAKIMA AIRTERM ,325,1975,2200
USM00072783,46.374,-117.015,440.0,ID LEWISTON NEZ PERCE ,440,1974,432
USM00072786,47.6806,-117.6267,729.1,WA SPOKANE ,729,2019,67945
USM00072792,46.9667,-122.9,66.1,WA OLYMPIA MUN I AP ,66,1964,1217
USM00072793,47.45,-122.3,137.0,WA SEATTLE-TACOMA INTL ,137,1981,18573
USM00072797,47.9339,-124.5603,56.8,WA QUILLAYUTE ,56,2019,38259
USM00072798,48.3833,-124.7333,35.1,WA TATOOSH ISLAND WB ,35,1966,21960
USM00074001,34.6,-86.6333,175.0,AL REDSTONE ARSENAL ,175,2014,2583
USM00074002,39.5,-76.1667,5.0,MD ABERDEEN PRVGR ,5,2017,5475
USM00074003,40.1667,-112.9333,1325.0,UT DUGWAY PRVGR ,1325,2019,1820
USM00074004,32.8356,-114.4,231.0,AZ YUMA PROVING GROUNDS AZ ,231,2019,10404
USM00074005,32.8636,-114.0331,231.0,AZ YUMA PRVGR ,231,2019,4714
USM00074207,47.13,-122.6,71.0,WA GRAY AAF ,71,1986,4029
USM00074389,43.8925,-70.2572,124.5,ME GRAY ,124,2019,61204
USM00074392,43.88,-69.93,36.0,ME BRUNSWICK ,36,1955,965
USM00074455,41.6114,-90.5817,230.5,IA QUAD CITY ,230,2019,19749
USM00074479,40.433,-80.0,229.0,PA PITTSBURGH/EMSU ,229,1973,544
USM00074482,41.5,-74.1,138.0,NY NEWBURGH/STEWART AFB ,138,1951,3104
USM00074486,40.65,-73.7833,10.1,NY NEW YORK JFK AP ,10,1980,24923
USM00074494,41.6569,-69.9589,15.1,MA CHATHAM ,15,2019,35533
USM00074505,37.3167,-121.8667,31.0,CA SAN JOSE/EMSU ,31,1972,188
USM00074531,38.967,-104.817,1999.0,CO AIR FORCE ACADEMY ,1999,2000,4234
USM00074544,38.87,-98.82,569.0,KS RUSSELL ,569,1952,284
USM00074560,40.1517,-89.3383,179.2,IL LINCOLN ,179,2019,17884
USM00074570,39.8333,-84.05,249.9,OH DAYTON W PATTERSON AFB ,249,1995,42163
USM00074574,38.33,-77.03,7.0,VA DAHLGREN ,7,1959,2797
USM00074606,34.65,-120.567,112.0,CA SOUTH VANDENBERG AF ,112,2001,6218
USM00074611,35.281,-116.63,716.0,CA BICYCLE LAKE (AAF) ,716,1993,1660
USM00074612,35.6833,-117.6833,696.0,CA CHINA LAKE ,696,2019,12451
USM00074614,36.533,-115.667,952.0,NV INDIAN SPRINGS GUNN ,952,1978,335
USM00074618,35.267,-117.433,864.0,CA CUDDLEBACK GUNNERY ,864,1982,2651
USM00074619,35.333,-117.1,962.0,CA SUPERIOR VALLEY GUN ,962,1992,4139
USM00074626,33.45,-111.95,386.0,AZ WFO PHOENIX ,386,2018,4538
USM00074630,33.8,-106.6667,1506.0,NM STALLION SITE ,1506,1960,610
USM00074631,33.167,-106.5,1235.0,NM WHITE SANDS MISSILE ,1235,1983,1539
USM00074638,34.3,-103.8,1326.0,NM MELROSE GUNNERY RAN ,1326,1973,151
USM00074641,36.2969,-99.775,669.0,OK GAGE ,669,2002,586
USM00074646,36.6,-97.5,306.0,OK LAMONT ,306,2019,20820
USM00074671,36.667,-87.5,174.0,KY FORT CAMPBELL (AAF) ,174,1995,2026
USM00074693,35.133,-78.933,74.0,NC FORT BRAGG/SIMMONS ,74,1988,159
USM00074695,35.667,-75.9,3.0,NC DARE COUNTY GUNNERY ,3,1991,5845
USM00074724,32.933,-112.7,269.0,AZ GILA BEND (AAF) ,269,2002,19204
USM00074732,32.9,-106.1,1258.0,NM HOLLOMAN AFB ,1258,1994,10948
USM00074754,31.33,-92.55,27.0,LA ALEXANDRIA ,27,1955,899
USM00074755,31.183,-92.633,67.0,LA CLAIBORNE RNG (AFS) ,67,1990,3303
USM00074768,30.3667,-89.5833,9.0,MS NASA MISS. TEST ,9,1971,1068
USM00074777,30.433,-86.683,12.0,FL HURLBURT FIELD (AF) ,12,1991,375
USM00074778,30.567,-86.317,48.0,FL EGLIN AFB RANGE NO. ,48,1984,402
USM00074780,31.867,-81.633,27.0,GA FORT STEWART RESERV ,27,1993,3618
USM00074790,33.967,-80.483,73.0,SC SHAW AFB/SUMTER ,73,1973,1963
USM00074792,33.85,-80.483,68.0,SC POINSETT RANGE ,68,1988,3637
USM00074794,28.4667,-80.55,3.0,FL CAPE KENNEDY ,3,2019,55068
USM00074796,27.65,-81.333,20.0,FL AVON PARK GUNNERY R ,20,1993,11151
USM00091162,22.0333,-159.7833,4.9,HI BARKING SANDS ,4,1975,5267
USM00091165,21.9933,-159.3467,32.3,HI LIHUE ,32,2019,63355
USM00091170,21.483,-158.033,256.0,HI WAHIAWA ,256,1989,4697
USM00091176,21.433,-157.767,1.0,HI KANEOHE BAY (MCAF) ,1,2003,1432
USM00091182,21.35,-157.933,5.0,HI HONOLULU INTL ,5,1996,33372
USM00091190,20.899,-156.43,16.0,HI KAHULUI ARPT/MAUI ,16,1996,19540
USM00091285,19.7183,-155.0583,11.0,HI HILO HI ,11,2019,60567
USW00003123,33.4,-117.5,68.9,CA CAMP PENDLETON ,68,1954,207
USW00003134,35.2667,-116.0833,281.0,CA BAKER ,281,1957,592
USW00003138,35.9667,-116.2667,481.9,CA SHOSHONE ,481,1957,313
USW00003143,36.8,-116.2667,1100.9,NV JACKASS FLATS ,1100,1967,537
USW00003835,39.9,-84.2,305.1,OH DAYTON MCCOOK FIELD ,305,1923,1122
USW00003955,36.0833,-95.7833,235.0,OK BROKEN ARROW ,235,1931,7832
